,enzyme,index_source,index_target,node_source_linear,node_target_linear
151,B4GALT,57,124,GNb2Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
152,GNTV,57,128,GNb2Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
153,A6SIAT,58,111,Ab4GNb2Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb2Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?
154,A6SIAT,59,111,NNa6Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb2Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?
155,B4GALT,60,125,NNa6Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
156,B4GALT,60,126,NNa6Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
157,B4GALT,61,129,GNb6(GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?
158,B4GALT,61,132,GNb6(GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?
159,B4GALT,62,130,GNb6(NNa6Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
160,B4GALT,62,133,GNb6(NNa6Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
161,A6SIAT,63,112,Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
162,A6SIAT,63,113,Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
163,A3SIAT,63,159,Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
164,A3SIAT,63,160,Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
165,IGNT,63,204,Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(Ab4GNb4(GNb3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
166,A6SIAT,64,114,GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb2Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
167,B4GALT,64,134,GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
168,B4GALT,64,135,GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
169,GNTV,64,137,GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
170,A3SIAT,64,161,GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb2Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
171,A6SIAT,65,115,GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb2Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
172,B4GALT,65,134,GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
173,B4GALT,65,136,GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
174,GNTV,65,138,GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
175,A3SIAT,65,162,GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb2Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
176,A6SIAT,66,116,Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
177,A6SIAT,66,117,Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
178,A3SIAT,66,163,Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
179,A3SIAT,66,164,Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
180,IGNT,66,192,Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
181,IGNT,66,193,Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
182,A6SIAT,67,118,Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
183,B4GALT,67,135,Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
184,B4GALT,67,136,Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
185,A3SIAT,67,165,Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
186,A6SIAT,68,119,GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb6(GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
187,B4GALT,68,139,GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
188,B4GALT,68,141,GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
189,A3SIAT,68,166,GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
190,B4GALT,69,137,GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
191,B4GALT,69,138,GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
192,B4GALT,69,140,GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
193,B4GALT,69,142,GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
194,A6SIAT,70,120,GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb6(NNa6Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
195,B4GALT,70,139,GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
196,B4GALT,70,143,GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
197,A3SIAT,70,167,GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
198,B4GALT,71,141,Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
199,B4GALT,71,143,Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
200,IGNT,71,144,Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
201,A3SIAT,71,181,Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
202,A6SIAT,71,186,Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
203,A6SIAT,72,121,GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb2Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
204,A6SIAT,72,122,GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb2Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
205,B4GALT,72,145,GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
206,GNTV,72,146,GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
207,A3SIAT,72,168,GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb2Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
208,A3SIAT,72,169,GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb2Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
209,A6SIAT,73,123,Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
210,A6SIAT,73,125,Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
211,B4GALT,73,145,Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
212,A3SIAT,73,170,Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
213,A3SIAT,73,172,Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
214,A6SIAT,74,124,Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
215,A6SIAT,74,126,Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
216,B4GALT,74,145,Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
217,A3SIAT,74,171,Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
218,A3SIAT,74,173,Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
219,A6SIAT,75,127,GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
220,B4GALT,75,146,GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
221,B4GALT,75,147,GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
222,B4GALT,75,149,GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
223,A3SIAT,75,174,GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
224,A6SIAT,76,128,GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
225,B4GALT,76,146,GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
226,B4GALT,76,148,GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
227,B4GALT,76,150,GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
228,A3SIAT,76,175,GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
229,A6SIAT,77,129,GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?
230,A6SIAT,77,130,GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
231,B4GALT,77,151,GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
232,A3SIAT,77,176,GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
233,A3SIAT,77,177,GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
234,A6SIAT,78,131,GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(NNa6Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
235,B4GALT,78,147,GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
236,B4GALT,78,148,GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
237,B4GALT,78,152,GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
238,A3SIAT,78,178,GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
239,A6SIAT,79,132,Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4GN?
240,B4GALT,79,151,Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
241,IGNT,79,153,Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
242,A3SIAT,79,179,Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
243,A3SIAT,79,182,Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
244,A6SIAT,79,185,Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
245,B4GALT,80,149,Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
246,B4GALT,80,150,Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
247,B4GALT,80,152,Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
248,IGNT,80,154,Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
249,A3SIAT,80,183,Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
250,A6SIAT,80,187,Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
251,A6SIAT,81,133,Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
252,B4GALT,81,151,Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
253,IGNT,81,155,Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
254,A3SIAT,81,180,Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
255,A3SIAT,81,184,Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
256,A6SIAT,81,188,Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
257,B4GALT,82,153,GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
258,B4GALT,82,155,GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
259,B4GALT,82,156,GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
260,B4GALT,83,159,Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
261,B4GALT,84,160,Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
262,B4GALT,85,163,GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
263,GNTV,85,166,GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
264,B4GALT,86,164,NNa3Ab4GNb2Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
265,A3SIAT,87,157,Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
266,A3SIAT,88,157,Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
267,IGNT,88,202,Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ma6(NNa3Ab4GNb4(GNb3Ab4GNb2)Ma3)Mb4GNb4GN?
268,B4GALT,89,168,GNb2Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb2Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
269,B4GALT,89,170,GNb2Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
270,GNTV,89,174,GNb2Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
271,B4GALT,90,169,GNb2Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb2Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
272,B4GALT,90,171,GNb2Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
273,GNTV,90,175,GNb2Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
274,A3SIAT,91,158,Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
275,IGNT,91,206,Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
276,A3SIAT,92,158,NNa3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
277,B4GALT,93,172,NNa3Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb2Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
278,B4GALT,93,173,NNa3Ab4GNb2Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb2Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
279,B4GALT,94,176,GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
280,B4GALT,94,179,GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
281,B4GALT,95,177,GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
